3443497
0001.jpg,0002.jpg,629.013,445.158,629.028,445.176,208,211,216
0001.jpg,0003.jpg,410.996,300.19,410.993,300.21,169,169,171
0001.jpg,0004.jpg,784.487,401.788,784.566,401.705,51,52,47
0001.jpg,0005.jpg,410.996,300.19,410.861,300.309,169,169,171
0001.jpg,0006.jpg,410.996,300.19,410.771,300.365,169,169,171
0001.jpg,0007.jpg,784.487,401.788,784.884,401.371,51,52,47
0001.jpg,0008.jpg,410.996,300.19,410.544,300.552,169,169,171
0001.jpg,0009.jpg,784.487,401.788,785.143,401.148,51,52,47
0001.jpg,0010.jpg,812.333,449.654,813.595,449.022,158,162,165
0001.jpg,0011.jpg,784.487,401.788,785.344,400.94,51,52,47
0001.jpg,0012.jpg,629.013,445.158,625.933,444.912,208,211,216
0001.jpg,0013.jpg,784.487,401.788,785.757,400.487,51,52,47
0001.jpg,0014.jpg,629.013,445.158,624.568,444.854,208,211,216
0001.jpg,0015.jpg,784.487,401.788,785.938,399.987,51,52,47
0001.jpg,0016.jpg,723.449,379.115,722.591,377.365,138,138,130
0001.jpg,0017.jpg,784.487,401.788,786.246,399.407,51,52,47
0001.jpg,0018.jpg,784.487,401.788,786.219,399.098,51,52,47
0001.jpg,0019.jpg,470.226,236.879,467.014,238.22,114,119,123
0001.jpg,0020.jpg,470.226,236.879,466.613,238.284,114,119,123
0001.jpg,0021.jpg,784.487,401.788,786.285,397.968,51,52,47
0001.jpg,0022.jpg,629.013,445.158,616.143,444.295,208,211,216
0001.jpg,0023.jpg,410.996,300.19,407.694,303.481,169,169,171
0001.jpg,0024.jpg,410.996,300.19,407.532,303.75,169,169,171
0001.jpg,0025.jpg,808.811,571.143,808.909,574.415,147,147,147
0001.jpg,0026.jpg,410.996,300.19,407.432,304.453,169,169,171
0001.jpg,0027.jpg,410.996,300.19,407.291,304.847,169,169,171
0001.jpg,0028.jpg,470.226,236.879,463.747,239.88,114,119,123
0001.jpg,0029.jpg,410.996,300.19,407.178,305.591,169,169,171
0001.jpg,0030.jpg,410.996,300.19,407.296,305.98,169,169,171
0001.jpg,0031.jpg,812.333,449.654,811.928,444.219,158,162,165
0001.jpg,0032.jpg,410.996,300.19,407.392,306.857,169,169,171
0001.jpg,0033.jpg,812.333,449.654,809.067,443.475,158,162,165
0001.jpg,0034.jpg,812.333,449.654,807.2,442.861,158,162,165
0001.jpg,0035.jpg,753.546,557.894,736.242,561.797,178,183,186
0001.jpg,0036.jpg,801.651,355.283,785.137,337.02,0,0,0
0001.jpg,0037.jpg,410.996,300.19,409.06,309.108,169,169,171
0001.jpg,0038.jpg,812.333,449.654,797.323,441.645,158,162,165
0001.jpg,0039.jpg,812.333,449.654,794.062,441.241,158,162,165
0001.jpg,0040.jpg,812.333,449.654,790.378,440.832,158,162,165
0001.jpg,0041.jpg,816.49,740.012,778.235,776.475,69,71,68
0001.jpg,0042.jpg,816.49,740.012,773.224,778.499,69,71,68
0001.jpg,0043.jpg,801.651,355.283,756.773,329.232,0,0,0
0001.jpg,0044.jpg,801.651,355.283,750.885,327.945,0,0,0
0001.jpg,0045.jpg,801.651,355.283,744.869,326.899,0,0,0
0001.jpg,0046.jpg,801.651,355.283,738.644,325.943,0,0,0
0001.jpg,0047.jpg,801.651,355.283,731.148,324.6,0,0,0
0001.jpg,0048.jpg,801.651,355.283,722.997,323.141,0,0,0
0001.jpg,0049.jpg,801.651,355.283,714.792,322.001,0,0,0
0001.jpg,0050.jpg,816.49,740.012,713.263,792.404,69,71,68
0001.jpg,0051.jpg,508.915,323.632,479.537,326.312,92,92,90
0001.jpg,0052.jpg,816.49,740.012,692.718,795.978,69,71,68
0001.jpg,0053.jpg,508.915,323.632,478.231,326.688,92,92,90
0001.jpg,0054.jpg,508.915,323.632,477.523,326.942,92,92,90
0001.jpg,0055.jpg,508.915,323.632,477.024,327.172,92,92,90
0001.jpg,0056.jpg,508.915,323.632,476.241,327.38,92,92,90
0001.jpg,0057.jpg,508.915,323.632,475.971,327.548,92,92,90
0001.jpg,0058.jpg,593.974,689.152,488.856,695.309,100,101,96
0001.jpg,0059.jpg,508.915,323.632,474.948,328.063,92,92,90
0001.jpg,0060.jpg,508.915,323.632,474.539,328.305,92,92,90
0001.jpg,0061.jpg,508.915,323.632,474.335,328.413,92,92,90
0001.jpg,0062.jpg,491.363,333.771,464.204,341.106,115,115,115
0001.jpg,0065.jpg,386.892,593.188,394.105,597.351,0,0,0
0001.jpg,0066.jpg,598.012,458.61,382.991,582.23,0,0,0
0001.jpg,0088.jpg,463.248,588.643,195.906,819.306,160,160,162
0001.jpg,0123.jpg,497.085,199.89,738.156,432.287,0,3,12
0001.jpg,0125.jpg,314.857,309.59,727.756,845.706,170,169,175
0001.jpg,0130.jpg,458.758,543.085,628.722,539.62,138,138,138
0001.jpg,0131.jpg,412.654,550.752,598.442,551.377,85,86,88
0001.jpg,0132.jpg,412.654,550.752,594.494,551.533,85,86,88
0001.jpg,0133.jpg,412.654,550.752,590.299,551.633,85,86,88
0001.jpg,0134.jpg,314.857,309.59,640.298,481.218,170,169,175
0001.jpg,0135.jpg,412.654,550.752,581.507,551.982,85,86,88
0001.jpg,0136.jpg,389.057,545.254,549.62,547.905,41,43,40
0001.jpg,0137.jpg,404.756,624.468,573.705,628.409,151,155,156
0001.jpg,0138.jpg,389.057,545.254,538.049,547.97,41,43,40
0001.jpg,0139.jpg,389.057,545.254,532.268,547.996,41,43,40
0001.jpg,0140.jpg,195.114,772.381,460.245,850.02,184,188,191
0001.jpg,0141.jpg,419.012,560.922,562.182,562.101,155,155,155
0001.jpg,0142.jpg,419.012,560.922,557.548,562.12,155,155,155
0001.jpg,0143.jpg,389.057,545.254,509.562,547.963,41,43,40
0001.jpg,0144.jpg,389.057,545.254,504.035,547.963,41,43,40
0001.jpg,0145.jpg,419.012,560.922,543.276,562.358,155,155,155
0001.jpg,0146.jpg,389.057,545.254,493.085,547.962,41,43,40
0001.jpg,0147.jpg,236.173,750.148,390.337,802.677,179,179,179
0001.jpg,0148.jpg,271.227,405.069,410.002,386.229,130,130,138
0001.jpg,0149.jpg,404.756,624.468,511.708,630.127,151,155,156
0001.jpg,0150.jpg,271.227,405.069,391.804,387.099,130,130,138
0001.jpg,0151.jpg,260.788,563.333,350.61,572.766,131,132,127
0001.jpg,0152.jpg,260.788,563.333,343.296,572.522,131,132,127
0001.jpg,0153.jpg,260.788,563.333,335.968,572.182,131,132,127
0001.jpg,0154.jpg,260.788,563.333,329.092,571.936,131,132,127
0001.jpg,0155.jpg,260.788,563.333,322.751,571.577,131,132,127
0001.jpg,0156.jpg,260.788,563.333,317.005,571.265,131,132,127
0001.jpg,0157.jpg,260.788,563.333,311.433,570.994,131,132,127
0001.jpg,0158.jpg,338.521,527.092,387.588,528.442,168,166,169
0001.jpg,0159.jpg,267.161,706.69,329.482,731.096,147,147,149
0001.jpg,0160.jpg,260.788,563.333,297.287,570.021,131,132,127
0001.jpg,0161.jpg,260.788,563.333,293.15,569.726,131,132,127
0001.jpg,0162.jpg,260.788,563.333,289.729,569.463,131,132,127
0001.jpg,0163.jpg,260.788,563.333,286.153,569.094,131,132,127
0001.jpg,0164.jpg,338.521,527.092,367.432,528.017,168,166,169
0001.jpg,0165.jpg,338.521,527.092,364.823,528.007,168,166,169
0001.jpg,0166.jpg,410.996,300.19,432.072,292.925,169,169,171
0001.jpg,0167.jpg,410.996,300.19,430.355,293.288,169,169,171
0001.jpg,0168.jpg,410.996,300.19,428.739,293.641,169,169,171
0001.jpg,0169.jpg,260.788,563.333,271.657,567.401,131,132,127
0001.jpg,0170.jpg,338.521,527.092,354.403,527.739,168,166,169
0001.jpg,0171.jpg,260.788,563.333,268.243,566.908,131,132,127
0001.jpg,0172.jpg,410.996,300.19,423.445,295.053,169,169,171
0001.jpg,0173.jpg,410.996,300.19,422.37,295.348,169,169,171
0001.jpg,0174.jpg,470.226,236.879,478.703,234.451,114,119,123
0001.jpg,0175.jpg,410.996,300.19,420.23,296.052,169,169,171
0001.jpg,0176.jpg,410.996,300.19,419.438,296.286,169,169,171
0001.jpg,0177.jpg,338.521,527.092,345.581,527.47,168,166,169
0001.jpg,0178.jpg,410.996,300.19,417.767,296.892,169,169,171
0001.jpg,0179.jpg,410.996,300.19,416.825,297.275,169,169,171
0001.jpg,0180.jpg,410.996,300.19,416.556,297.436,169,169,171
